#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0                  1.5                 3.54                    0                    0     308.624041102173
    40.2909342463497     1.49577217438836                  3.7                    0    0.970809539778131     308.624041102173
    12.8986899250103    0.526259669071282                6.359                    0                    0     339.871031258733
    40.2998503763366     1.49937986329166                  3.7                    0    0.925027331254229     371.118021415293
    12.8993804325803     1.49760582651291                6.359                    0                    0     350.849567240823
    40.2996500367947     1.49886155386965                  3.7                    0     1.29392653650969     330.581113066353
    12.8995147033397     1.48827146356481                6.359                    0                    0      325.13038552319
     40.299975899361     1.49853384804239                  3.7                    0    0.500550531143168     319.679657980026
    12.8987239327311     1.48967507113711                6.359                    0                    0     272.920755337068
    40.2999906184112     1.49651736622595                  3.7                    0    0.511221458759428     226.161852694109
    12.8992324307502     1.49931652009521                6.359                    0                    0     267.401735841133
    40.2999255952755     1.48537930992271                  3.7                    0    0.500995588458331     308.641618988157
    12.8990336832221     1.49739519298573                6.359                    0                    0     324.528193268311
    40.2996271737665     1.49913301849747                  3.7                    0     0.50017810575922     340.414767548465
     12.899192596723     1.49971792278861                6.359                    0                    0     340.968326344809
    40.2999883786965     1.49860272788359                  3.7                    0     0.50020153517434     341.521885141154
    10.1003007050058     1.49921464106241                6.359                    0                    0     348.736624389963
    40.2999887220301     1.49878754935265                  3.7                    0    0.615247270571174     355.951363638773
    10.1005505059871     1.49977606578454                6.359                    0                    0     258.895155576346
    40.2973127305656     1.49997227707046                  3.7                    0    0.591665988411377     161.838947513919
     12.895928356735     1.49735024362773                6.359                    0                    0     263.065466387872
    40.2981506137239     1.49900147786634                  3.7                    0      1.4998855183396     364.291985261825
    12.8950572033083     1.49966049794665                6.359                    0                    0     271.202258555495
     40.299486062882     1.49646977166659                  3.7                    0     0.62876669637526     178.112531849164
    12.8994934247634     1.49309379786386                6.359                    0                    0     278.571233933943
    31.5064904347621     1.46577158013186                  3.7                    0      1.4999788173671     379.029936018721
    10.1000143100059     1.49822636328052                6.359                    0                    0     367.283090096952
    31.5000044409787     1.49916005972742                  3.7                    0     1.49936467819457     355.536244175183
    10.1049144454405     1.49941256394631                6.359                    0                    0     353.762193212303
    31.5006880507185      1.4989118956487                  3.7                    0     1.49999877790436     351.988142249423
    10.1018595249161    0.505699192618488                6.359                    0                    0     351.988142249423
                   0                    0                    0                    0                    0     351.988142249423
