#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0                  1.5                 3.54                    0                    0      297.61921034131
    39.4945448858482    0.617930775438261                  3.7                    0     1.45597896875067      297.61921034131
    10.3037318951371     1.49544037255196                6.359                    0    0.243144540681082     319.983698900714
    39.0989314097927     1.49723284659562                  3.7                    0     1.04006370843891     319.999778539689
    4.23827840367194    0.514884920913167                6.359                    0    0.242799899537914     319.559220291009
    32.3004748273118     1.49421186139445                  3.7                    0     1.04024057423241     220.094365889944
    10.3007887031022     1.49951046887427                6.359                    0    0.242224233989434     220.924096934511
    33.4707090628494     1.49851862228093                  3.7                    0     1.04022478337887     220.007372169299
     4.2499993935815    0.500776093141234                6.359                    0    0.242358259075811     220.044791480876
    33.1373545972507    0.653296798256858                  3.7                    0     1.04039728570023     220.030234504109
     10.306328221406    0.973565805725018                6.359                    0    0.242494074284765     319.489506273646
    32.5899737469183    0.550706064664157                  3.7                    0     1.04016018418265     220.013283758094
     3.4750282063342    0.524686969665779                6.359                    0    0.359995071775488      319.98051348177
    39.4822564353037     1.49786340952021                  3.7                    0     1.04430293262718     319.999742786486
    10.3028779432038    0.553360294170015                6.359                    0    0.240648328743501     220.189084507381
    35.1846521663645    0.521931207503749                  3.7                    0     1.04048570970397     220.039061582056
    3.47031068654576     1.49999995326994                6.359                    0    0.242706936388469     319.453549891156
    39.4967112314434     1.45553656241106                  3.7                    0     1.04036370981733     319.993441054344
    10.3006658430972     1.49990717831033                6.359                    0    0.241835102223671     319.623090437451
    39.4974938156892      1.4999992708411                  3.7                    0     1.04002549322014      319.99985920006
    3.47902840646907     1.49893886701497                6.359                    0    0.242215288882536     319.980494407112
    37.1706836011888     1.49985515747032                  3.7                    0     1.04025910360679     220.003979105924
    10.3023600175659    0.768472110047671                6.359                    0    0.241420472866222     220.001621873091
    38.6153254544411    0.628340639606227                  3.7                    0      1.0401149936981     319.987995754663
     4.2497831748567      1.4985496863203                6.359                    0    0.242322622065312     319.844492842971
    33.7454753594409     1.44758156241151                  3.7                    0     1.04027383658789     319.999990229482
    12.6994695151284     1.49134916885883                6.359                    0    0.240166012504495     319.987193032998
    39.4619009254322     1.49945944109994                  3.7                    0     1.04031834695795     319.999950945994
    4.24878755752798    0.525582058146806                6.359                    0    0.240787807904093     220.000063875573
    39.4914814840355     1.49992550943226                  3.7                    0     1.04017671582211     319.998322880791
    12.6999223860345     1.49883110588098                6.359                    0    0.346622342316991     319.920095148733
                   0                    0                    0                    0                    0     319.920095148733
