#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0                  1.5                 3.54                    0                    0                  270
    35.8994892602637    0.949916763165852                  3.7                    0     1.19996458225321                  270
    12.0959758440123    0.124467893313745                6.359                    0                    0                  270
    35.8992456174916    0.367653399830357                  3.7                    0     1.19997039410425                  270
    10.9042810215329   0.0989928317588027                6.359                    0                    0                  270
    35.8994352062613    0.349570388281616                  3.7                    0    0.907516321211962                  270
    10.9018710370174    0.057157759616298                6.359                    0                    0                  270
    35.8995304250441    0.217058395999509                  3.7                    0    0.800026000521379                  270
    10.9021529289898    0.288598143527546                6.359                    0                    0                  270
    35.8991458974794    0.141046767438697                  3.7                    0    0.800166499154566                  270
    10.9004836160995    0.139130420057448                6.359                    0                    0                  270
     35.899979264532    0.031364590445707                  3.7                    0    0.800682988069936                  270
    3.65047860746341    0.133962925651576                6.359                    0                    0                  270
    35.8997716329866    0.923883403618124                  3.7                    0    0.800342410111182                  270
    3.65058594687315   0.0632030280489812                6.359                    0                    0                  270
    35.8995904958909     0.32253194849948                  3.7                    0    0.800145487216273                  270
    3.65159633401748   0.0657975615899797                6.359                    0                    0                  270
    35.8975426995739    0.119683201573152                  3.7                    0    0.800211095017229                  270
    3.65162156512986    0.957774968245622                6.359                    0                    0                  270
    35.8997996161091    0.107568472682764                  3.7                    0    0.800297074886595                  270
    3.66171881064605    0.969634229920141                6.359                    0                    0                  270
    35.8995762893016    0.054368460160512                  3.7                    0    0.800066528596541                  270
    12.0993993678385    0.980637451945749                6.359                    0                    0                  270
    35.8991956210079   0.0672913787740951                  3.7                    0    0.800194529122386                  270
    12.0997992863074    0.983672151077356                6.359                    0                    0                  270
    35.8989799769952     0.14197595932992                  3.7                    0    0.800171181320142                  270
    12.0997309834468   0.0566470473499339                6.359                    0                    0                  270
    35.8982422079539    0.147997254639701                  3.7                    0    0.800301464117714                  270
    12.0995979209093    0.145806043475772                6.359                    0                    0                  270
    35.8987818949208     0.98271799718491                  3.7                    0     0.80007672057458                  270
    12.0993262527473    0.076466224862482                6.359                    0                    0                  270
                   0                    0                    0                    0                    0                  270
