#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)
                   0   0.0643704398247124                 3.54                    0
    34.4499710202304    0.999109868832083       3.699216312977                    0
    12.0996890584665    0.998114283684386     6.37287284238221                    0
    34.4499710202304    0.999109868832083       3.699216312977                    0
    12.0996890584665    0.998114283684386     6.37287284238221                    0
    34.4499710202304    0.999109868832083       3.699216312977                    0
    12.0996890584665    0.998114283684386     6.37287284238221                    0
    34.4499710202304    0.999109868832083       3.699216312977                    0
    12.0996890584665    0.998114283684386     6.37287284238221                    0
    34.4499710202304    0.999109868832083       3.699216312977                    0
    12.0996890584665    0.720111454802835     6.37287284238221                    0
    34.4498984418819   0.0400747200433901       3.699216312977                    0
    4.04993340205927     0.99165293694579     6.37287284238221                    0
    34.4498984418819   0.0400747200433901       3.699216312977                    0
    4.04993340205927     0.99165293694579     6.37287284238221                    0
    34.4498984418819   0.0400747200433901       3.699216312977                    0
    4.04993340205927     0.99165293694579     6.37287284238221                    0
    34.4498984418819   0.0400747200433901       3.699216312977                    0
    4.04993340205927     0.99165293694579     6.37287284238221                    0
    34.4498984418819   0.0400747200433901       3.699216312977                    0
    4.04993340205927   0.0802869585769442     6.37287284238221                    0
    34.4499710202304    0.999109868832083       3.699216312977                    0
    12.0996890584665    0.998114283684386     6.37287284238221                    0
    34.4499710202304    0.999109868832083       3.699216312977                    0
    12.0996890584665    0.998114283684386     6.37287284238221                    0
    34.4499710202304    0.999109868832083       3.699216312977                    0
    12.0996890584665    0.998114283684386     6.37287284238221                    0
    34.4499710202304    0.999109868832083       3.699216312977                    0
    12.0996890584665    0.998114283684386     6.37287284238221                    0
    34.4499710202304    0.999109868832083       3.699216312977                    0
    12.0996890584665  0.00646860779233744     6.37287284238221                    0
                   0                    0                    0                    0
