#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)      rhoM (1e-6/A^2)      theta (degrees)
                   0                  1.5                 3.54                    0                    0                   90
                   0   0.0437629977500947     3.37151696425842                    0                    0                   90
    40.4744355079284    0.737703298799986     3.37151696425842                    0      1.4003210394259                   90
                   0     1.82289860539742     7.69797440863083                    0      1.4003210394259                   90
    13.7441751345971    0.482993549560183     7.69797440863083                    0   0.0839220383508018                   90
    40.8916640076229    0.282641031151665     3.37151696425842                    0     1.04601888627407                   90
                   0    0.737435763529207     7.69797440863083                    0     1.04601888627407                   90
    9.22377207245431    0.616129425982512     7.69797440863083                    0   0.0814444360279915                   90
    40.7172564655365    0.499537820702018     3.37151696425842                    0    0.772198649519427                   90
                   0     2.01722635394705     7.69797440863083                    0    0.772198649519427                   90
    11.4233529232589    0.260205533977303     7.69797440863083                    0   0.0173213822955577                   90
     39.237168729682    0.660197350756807     3.37151696425842                    0    0.880256939947894                   90
                   0     4.39447131242537     7.69797440863083                    0    0.880256939947894                   90
    9.35772492333075     0.42865513386755     7.69797440863083                    0   0.0198568345624635                   90
    40.9579486487645    0.445042556544038     3.37151696425842                    0    0.658554231450662                   90
 2.8421709430404e-14     2.82856089515032     7.69797440863083                    0    0.658554231450662                   90
    10.9288118812844    0.485057247757585     7.69797440863083                    0  0.00431923132615902                   90
    40.3849777501508    0.583637688052531     3.37151696425842                    0    0.634281178511168                   90
                   0     4.45584703077813     7.69797440863083                    0    0.634281178511168                   90
    4.62651815327115    0.414546679300773     7.69797440863083                    0    0.140141626157868                   90
    32.8087376967911    0.695656821069171     3.37151696425842                    0     0.69618004573124                   90
                   0     4.48922729062654     7.69797440863083                    0     0.69618004573124                   90
    4.67094658372469    0.628086931710049     7.69797440863083                    0   0.0881190023579609                   90
     27.163038991998    0.557349151351911     3.37151696425842                    0    0.571572460915128                   90
                   0     6.75294379154222     7.69797440863083                    0    0.571572460915128                   90
    4.67931191799192     0.55267827804619     7.69797440863083                    0    0.415833941112015                   90
    27.1306964833789     5.09602209539726     3.37151696425842                    0    0.200564756436571                   90
 5.6843418860808e-14    0.422357714864965     3.37151696425842                    0    0.206400443628381                   90
    4.68346191204182    0.351872702842541     7.69797440863083                    0    0.206400443628381                   90
    32.7200592455283     9.32446045771274     3.37151696425842                    0    0.445984203777494                   90
 5.6843418860808e-14    0.332547298619545     3.37151696425842                    0   0.0986746897006476                   90
    3.68550768503184    0.252928213814474     7.69797440863083                    0   0.0986746897006476                   90
    31.3560531627958     2.42267047745368     3.37151696425842                    0    0.372178264347812                   90
 5.6843418860808e-14    0.676327516853998     3.37151696425842                    0  0.00644763584762952                   90
    13.7672500246424    0.400609114153747     7.69797440863083                    0  0.00644763584762952                   90
    40.9930445394582     2.21005377763807     3.37151696425842                    0      0.5627597455861                   90
1.13686837721616e-13    0.163148291828997     3.37151696425842                    0    0.203115988431082                   90
    9.21118809492259    0.766067703900886     7.69797440863083                    0    0.203115988431082                   90
    28.5577186752887     4.89862131590197     3.37151696425842                    0   0.0402034097531523                   90
1.13686837721616e-13    0.708276350436841     3.37151696425842                    0   0.0157692327578285                   90
    11.2116302924602    0.397842741311721     7.69797440863083                    0   0.0157692327578285                   90
     40.980020407884     4.59111521024474     3.37151696425842                    0    0.433179073783764                   90
1.13686837721616e-13     0.16962221073653     3.37151696425842                    0    0.119602764914542                   90
    9.79554293389072    0.566497529627023     7.69797440863083                    0    0.119602764914542                   90
    27.0384170430202      6.5012185811444     3.37151696425842                    0    0.708225783709144                   90
1.13686837721616e-13    0.770389441361377     3.37151696425842                    0    0.459657629755384                   90
     13.795141409469    0.393413481673137     7.69797440863083                    0    0.459657629755384                   90
                   0                    0                    0                    0                    0                   90
