#     thickness (A)        interface (A)       rho (1e-6/A^2)      irho (1e-6/A^2)
                   0   0.0724808732837541                 3.54                    0
    34.4499814614208    0.997152807879254      3.7025868932879                    0
    12.0999358443245     0.99616673785534      6.3606994690566                    0
    34.4499814614208    0.997152807879254      3.7025868932879                    0
    12.0999358443245     0.99616673785534      6.3606994690566                    0
    34.4499814614208    0.997152807879254      3.7025868932879                    0
    12.0999358443245     0.99616673785534      6.3606994690566                    0
    34.4499814614208    0.997152807879254      3.7025868932879                    0
    12.0999358443245     0.99616673785534      6.3606994690566                    0
    34.4499814614208    0.997152807879254      3.7025868932879                    0
    12.0999358443245    0.442488664622045      6.3606994690566                    0
    34.4499245447364   0.0500965425510212      3.7025868932879                    0
    4.04999147417519    0.985802173932092      6.3606994690566                    0
    34.4499245447364   0.0500965425510212      3.7025868932879                    0
    4.04999147417519    0.985802173932092      6.3606994690566                    0
    34.4499245447364   0.0500965425510212      3.7025868932879                    0
    4.04999147417519    0.985802173932092      6.3606994690566                    0
    34.4499245447364   0.0500965425510212      3.7025868932879                    0
    4.04999147417519    0.985802173932092      6.3606994690566                    0
    34.4499245447364   0.0500965425510212      3.7025868932879                    0
    4.04999147417519    0.381207938999435      6.3606994690566                    0
    34.4499814614208    0.997152807879254      3.7025868932879                    0
    12.0999358443245     0.99616673785534      6.3606994690566                    0
    34.4499814614208    0.997152807879254      3.7025868932879                    0
    12.0999358443245     0.99616673785534      6.3606994690566                    0
    34.4499814614208    0.997152807879254      3.7025868932879                    0
    12.0999358443245     0.99616673785534      6.3606994690566                    0
    34.4499814614208    0.997152807879254      3.7025868932879                    0
    12.0999358443245     0.99616673785534      6.3606994690566                    0
    34.4499814614208    0.997152807879254      3.7025868932879                    0
    12.0999358443245   0.0113292423039941      6.3606994690566                    0
                   0                    0                    0                    0
